poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,129949,505,lv,,lv,,9/23/20 14:00,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Kennedy,14695,Amy Kennedy,49.0
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,129949,505,lv,,lv,,9/23/20 14:00,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Van Drew,15203,Jeff Van Drew,44.0
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,130288,505,lv,,lv,,9/24/20 18:44,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Kennedy,14695,Amy Kennedy,46.0
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,130288,505,lv,,lv,,9/24/20 18:44,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Van Drew,15203,Jeff Van Drew,42.0
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,130288,505,lv,,lv,,9/24/20 18:44,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,LIB,Ehrnstrom,16080,Jesse Ehrnstrom,2.0
69695,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,New Jersey,9/14/20,9/17/20,14695,Amy Kennedy,DEM,130288,505,lv,,lv,,9/24/20 18:44,"",https://algpolling.com/wp-content/uploads/2020/09/INTERESTED-PARTIES-NJ-CD-02-SEPT-SURVEY-MEMO-791x1024.jpg,538,true,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,IND,Harvey,16081,Jenna Harvey,1.0
69553,178,Global Strategy Group,447,House Majority PAC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Nebraska,9/14/20,9/16/20,,"",,129582,400,lv,,lv,,9/18/20 19:01,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/NE-02-poll-091720-.pdf,538,false,DEM,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Eastman,13509,Kara Eastman,45.0
69553,178,Global Strategy Group,447,House Majority PAC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Nebraska,9/14/20,9/16/20,,"",,129582,400,lv,,lv,,9/18/20 19:01,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/NE-02-poll-091720-.pdf,538,false,DEM,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Bacon,13510,Don Bacon,45.0
69553,178,Global Strategy Group,447,House Majority PAC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Nebraska,9/14/20,9/16/20,,"",,129582,400,lv,,lv,,9/18/20 19:01,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/NE-02-poll-091720-.pdf,538,false,DEM,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,LIB,Schaeffer,15190,Tyler Schaeffer,3.0
69561,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Montana,9/14/20,9/16/20,,"",,129597,625,lv,,lv,,9/20/20 05:06,"",https://int.nyt.com/data/documenttools/mt-crosstabs/4da3e297acefb561/full.pdf,538,false,,8067,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Williams,14519,Kathleen Williams,44.0
69561,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Montana,9/14/20,9/16/20,,"",,129597,625,lv,,lv,,9/20/20 05:06,"",https://int.nyt.com/data/documenttools/mt-crosstabs/4da3e297acefb561/full.pdf,538,false,,8067,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Rosendale,14520,Matt Rosendale,41.0
69561,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Montana,9/14/20,9/16/20,,"",,129597,625,lv,,lv,,9/20/20 05:06,"",https://int.nyt.com/data/documenttools/mt-crosstabs/4da3e297acefb561/full.pdf,538,false,,8067,2020,U.S. House,1,District 1,11/3/20,general,false,false,GRE,Gibney,15146,John Gibney,2.0
69577,24,American Viewpoint,762,Congressional Leadership Fund,American Viewpoint,10,American Viewpoint,B/C,Live Phone,Pennsylvania,9/14/20,9/16/20,,"",,129661,400,lv,,lv,,9/21/20 09:09,"",https://www.congressionalleadershipfund.org/wp-content/uploads/2020/09/PA-CD-1-Memo.pdf,538,false,REP,8159,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Finello,14614,Christina M. Finello,36.0
69577,24,American Viewpoint,762,Congressional Leadership Fund,American Viewpoint,10,American Viewpoint,B/C,Live Phone,Pennsylvania,9/14/20,9/16/20,,"",,129661,400,lv,,lv,,9/21/20 09:09,"",https://www.congressionalleadershipfund.org/wp-content/uploads/2020/09/PA-CD-1-Memo.pdf,538,false,REP,8159,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Fitzpatrick,13608,Brian Fitzpatrick,52.0
69524,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Maine,9/11/20,9/16/20,,"",,129513,440,lv,,lv,,9/18/20 05:12,"",https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,538,false,,8015,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Golden,14752,Jared Forrest Golden,56.0
69524,1424,Siena College/NYT Upshot,"","",Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Maine,9/11/20,9/16/20,,"",,129513,440,lv,,lv,,9/18/20 05:12,"",https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,538,false,,8015,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Crafts,14753,Dale John Crafts,37.0
69958,1557,brilliant corners Research & Strategies,"32,447,986,1454",Emily's List | House Majority PAC | National Education Association | Black PAC,brilliant corners Research & Strategies,564,brilliant corners Research & Strategies,B/C,Live Phone,Arkansas,9/10/20,9/16/20,,"",,130280,605,lv,,lv,,9/24/20 16:25,"",https://emilyslist.org/news/entry/joyce-elliott-leads-rep.-french-hill-in-arkansas-2nd-district,538,false,DEM,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Elliott,14808,Joyce Ann Elliott,48.0
69958,1557,brilliant corners Research & Strategies,"32,447,986,1454",Emily's List | House Majority PAC | National Education Association | Black PAC,brilliant corners Research & Strategies,564,brilliant corners Research & Strategies,B/C,Live Phone,Arkansas,9/10/20,9/16/20,,"",,130280,605,lv,,lv,,9/24/20 16:25,"",https://emilyslist.org/news/entry/joyce-elliott-leads-rep.-french-hill-in-arkansas-2nd-district,538,false,DEM,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Hill,14810,French Hill,46.0
69660,383,PPP,447,House Majority PAC,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,New Jersey,9/14/20,9/15/20,,"",,129865,550,v,,v,,9/22/20 14:59,"",https://38golu1f1ik01c9tej2um08s-wpengine.netdna-ssl.com/wp-content/uploads/2020/09/House-Majority-PAC-NJ2Results-092120.pdf,538,false,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Kennedy,14695,Amy Kennedy,48.0
69660,383,PPP,447,House Majority PAC,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,New Jersey,9/14/20,9/15/20,,"",,129865,550,v,,v,,9/22/20 14:59,"",https://38golu1f1ik01c9tej2um08s-wpengine.netdna-ssl.com/wp-content/uploads/2020/09/House-Majority-PAC-NJ2Results-092120.pdf,538,false,DEM,8078,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Van Drew,15203,Jeff Van Drew,43.0
69505,178,Global Strategy Group,451,DCCC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Texas,9/10/20,9/15/20,14732,Helane Seikaly,DEM,129479,400,lv,,lv,,9/17/20 09:24,"",http://go2.nationaljournal.com/v/E2k0Y0G5Em20T0FE2y0wn0o,538,true,DEM,8198,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Seikaly,14732,Helane Seikaly,43.0
69505,178,Global Strategy Group,451,DCCC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Texas,9/10/20,9/15/20,14732,Helane Seikaly,DEM,129479,400,lv,,lv,,9/17/20 09:24,"",http://go2.nationaljournal.com/v/E2k0Y0G5Em20T0FE2y0wn0o,538,true,DEM,8198,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Taylor,14733,Van Taylor,44.0
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Welch,15896,Peter Welch,56.61
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Berry,15897,Miriam Berry,17.58
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Becker,16074,Peter R. Becker,1.9
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Horne,16075,Marcia E. Horne,1.23
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Orr,16076,Shawn Orr,0.43
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Trudell,16077,Jerry P. Trudell,0.16
69647,67,Braun,"475,1094",Vermont Public Radio | Vermont PBS,Braun Research,33,Braun Research,B/C,Live Phone,Vermont,9/3/20,9/15/20,,"",,129844,586,lv,,lv,,9/22/20 06:28,"",http://projects.vpr.org/vpr-vermont-pbs-2020-polls-september,538,false,,8236,2020,U.S. House,1,District 1,11/3/20,general,false,false,COM,Helali,16078,Christopher Helali,0.67
69470,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,IVR/Online,California,9/11/20,9/14/20,,"",,129392,517,lv,,lv,,9/15/20 20:46,"",http://www.surveyusa.com/client/PollReport.aspx?g=86df313b-f6b9-44f3-9232-fa50052c2628,538,false,,7898,2020,U.S. House,49,District 49,11/3/20,general,false,false,DEM,Levin,14899,Mike Levin,49.0
69470,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,IVR/Online,California,9/11/20,9/14/20,,"",,129392,517,lv,,lv,,9/15/20 20:46,"",http://www.surveyusa.com/client/PollReport.aspx?g=86df313b-f6b9-44f3-9232-fa50052c2628,538,false,,7898,2020,U.S. House,49,District 49,11/3/20,general,false,false,REP,Maryott,14900,Brian Maryott,37.0
69517,178,Global Strategy Group,973,314 Action,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Virginia,9/10/20,9/14/20,,"",,129499,400,lv,,lv,,9/17/20 19:15,"",https://drive.google.com/file/d/1pfIxsYBhbp8nBwf4g93zysdkgZFqJK7r/view,538,false,DEM,8241,2020,U.S. House,5,District 5,11/3/20,general,false,false,DEM,Webb,14656,Bryant Cameron Webb,46.0
69517,178,Global Strategy Group,973,314 Action,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Virginia,9/10/20,9/14/20,,"",,129499,400,lv,,lv,,9/17/20 19:15,"",https://drive.google.com/file/d/1pfIxsYBhbp8nBwf4g93zysdkgZFqJK7r/view,538,false,DEM,8241,2020,U.S. House,5,District 5,11/3/20,general,false,false,REP,Good,14657,"Robert G. ""Bob"" Good",47.0
69527,1107,"Normington, Petts & Associates",447,House Majority PAC,"Normington, Petts & Associates",232,"Normington, Petts & Associates",B/C,Live Phone,Missouri,9/10/20,9/14/20,,"",,129528,400,lv,,lv,,9/18/20 05:49,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/MO-02-poll-091720.pdf,538,false,DEM,8060,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Schupp,14476,Jill Schupp,49.0
69527,1107,"Normington, Petts & Associates",447,House Majority PAC,"Normington, Petts & Associates",232,"Normington, Petts & Associates",B/C,Live Phone,Missouri,9/10/20,9/14/20,,"",,129528,400,lv,,lv,,9/18/20 05:49,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/MO-02-poll-091720.pdf,538,false,DEM,8060,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Wagner,14477,Ann Wagner,49.0
69503,1307,Expedition Strategies,447,House Majority PAC,Expedition Strategies,409,Expedition Strategies,,Live Phone,Colorado,9/9/20,9/14/20,,"",,129472,754,lv,,lv,,9/17/20 06:46,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/CO-03-Poll-091620.pdf,538,false,DEM,7905,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Mitsch Bush,14918,Diane Mitsch Bush,46.0
69503,1307,Expedition Strategies,447,House Majority PAC,Expedition Strategies,409,Expedition Strategies,,Live Phone,Colorado,9/9/20,9/14/20,,"",,129472,754,lv,,lv,,9/17/20 06:46,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/CO-03-Poll-091620.pdf,538,false,DEM,7905,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Boebert,14919,Lauren Boebert,44.0
69503,1307,Expedition Strategies,447,House Majority PAC,Expedition Strategies,409,Expedition Strategies,,Live Phone,Colorado,9/9/20,9/14/20,,"",,129472,754,lv,,lv,,9/17/20 06:46,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/CO-03-Poll-091620.pdf,538,false,DEM,7905,2020,U.S. House,3,District 3,11/3/20,general,false,false,LIB,Keil,14785,John Ryan Keil,3.0
69503,1307,Expedition Strategies,447,House Majority PAC,Expedition Strategies,409,Expedition Strategies,,Live Phone,Colorado,9/9/20,9/14/20,,"",,129472,754,lv,,lv,,9/17/20 06:46,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/CO-03-Poll-091620.pdf,538,false,DEM,7905,2020,U.S. House,3,District 3,11/3/20,general,false,false,UNI,Milton,15904,Christopher Hawkins Milton,1.0
70562,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,Arkansas,9/9/20,9/13/20,14808,Joyce Ann Elliott,DEM,131635,511,lv,,lv,,10/5/20 12:33,"",https://drive.google.com/file/d/1BYoJhPsx6NxpuOV9Ue3LPV-Ym1Yn04V3/view,538,true,DEM,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Elliott,14808,Joyce Ann Elliott,46.0
70562,933,Anzalone Liszt Grove,"","",ALG Research,14,ALG Research,B/C,Live Phone,Arkansas,9/9/20,9/13/20,14808,Joyce Ann Elliott,DEM,131635,511,lv,,lv,,10/5/20 12:33,"",https://drive.google.com/file/d/1BYoJhPsx6NxpuOV9Ue3LPV-Ym1Yn04V3/view,538,true,DEM,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Hill,14810,French Hill,50.0
69438,1554,RMG Research,400,Deseret News,RMG Research,555,RMG Research,B-,IVR/Online/Text,Utah,9/7/20,9/12/20,,"",,129330,800,lv,,lv,,9/14/20 13:01,"",https://www.deseret.com/utah/2020/9/14/21436226/poll-democrat-mcadams-holds-slight-lead-over-owens-in-utahs-4th-congressional-district,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,DEM,McAdams,13565,Ben McAdams,45.0
69438,1554,RMG Research,400,Deseret News,RMG Research,555,RMG Research,B-,IVR/Online/Text,Utah,9/7/20,9/12/20,,"",,129330,800,lv,,lv,,9/14/20 13:01,"",https://www.deseret.com/utah/2020/9/14/21436226/poll-democrat-mcadams-holds-slight-lead-over-owens-in-utahs-4th-congressional-district,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,REP,Owens,14704,Burgess Owens,41.0
69438,1554,RMG Research,400,Deseret News,RMG Research,555,RMG Research,B-,IVR/Online/Text,Utah,9/7/20,9/12/20,,"",,129330,800,lv,,lv,,9/14/20 13:01,"",https://www.deseret.com/utah/2020/9/14/21436226/poll-democrat-mcadams-holds-slight-lead-over-owens-in-utahs-4th-congressional-district,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,LIB,Molnar,14705,John Molnar,2.0
69438,1554,RMG Research,400,Deseret News,RMG Research,555,RMG Research,B-,IVR/Online/Text,Utah,9/7/20,9/12/20,,"",,129330,800,lv,,lv,,9/14/20 13:01,"",https://www.deseret.com/utah/2020/9/14/21436226/poll-democrat-mcadams-holds-slight-lead-over-owens-in-utahs-4th-congressional-district,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,UNI,Broderick,14706,Jonia Marie Broderick,1.0
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129435,498,rv,,rv,,9/16/20 12:15,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,DEM,McAdams,13565,Ben McAdams,47.2
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129435,498,rv,,rv,,9/16/20 12:15,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,REP,Owens,14704,Burgess Owens,36.7
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129435,498,rv,,rv,,9/16/20 12:15,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,LIB,Molnar,14705,John Molnar,1.8
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129435,498,rv,,rv,,9/16/20 12:15,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8235,2020,U.S. House,4,District 4,11/3/20,general,false,false,UNI,Broderick,14706,Jonia Marie Broderick,0.4
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129437,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8234,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Thorpe,15556,Devin D. Thorpe,20.4
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129437,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8234,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Curtis,15557,John Curtis,50.6
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129437,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8234,2020,U.S. House,3,District 3,11/3/20,general,false,false,OTH,McNeill,15558,Thomas G. McNeill,2.6
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129437,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8234,2020,U.S. House,3,District 3,11/3/20,general,false,false,CON,Cummings,15555,Daniel Clyde Cummings,2.2
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129438,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8233,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Weston,15552,Kael Weston,28.4
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129438,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8233,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Stewart,15554,Chris Stewart,47.8
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129438,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8233,2020,U.S. House,2,District 2,11/3/20,general,false,false,LIB,Latham,15553,James Robert Latham,6.5
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129439,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8232,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Parry,15550,Darren Parry,22.4
69486,1378,Lighthouse Research,1007,Utah Debate Comission,Lighthouse Research,483,Lighthouse Research,,Live Phone,Utah,8/31/20,9/12/20,,"",,129439,496,rv,,rv,,9/16/20 12:31,"",https://twitter.com/BenWinslow/status/1306257899488862209,538,false,,8232,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Moore,15551,Blake D. Moore,48.6
69443,383,PPP,681,End Citizens United,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Minnesota,9/10/20,9/11/20,,"",,129336,885,v,,v,,9/14/20 16:32,"",https://endcitizensunited.org/wp-content/uploads/2020/09/MN-CD-1.pdf,538,false,DEM,8047,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Feehan,14641,Dan Feehan,41.0
69443,383,PPP,681,End Citizens United,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Minnesota,9/10/20,9/11/20,,"",,129336,885,v,,v,,9/14/20 16:32,"",https://endcitizensunited.org/wp-content/uploads/2020/09/MN-CD-1.pdf,538,false,DEM,8047,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Hagedorn,14642,Jim Hagedorn,41.0
69473,178,Global Strategy Group,447,House Majority PAC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Michigan,9/8/20,9/10/20,,"",,129397,400,lv,,lv,,9/16/20 05:58,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/MI-03-Poll-091520.pdf,538,false,DEM,8035,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Scholten,14619,Hillary Scholten,41.0
69473,178,Global Strategy Group,447,House Majority PAC,Global Strategy Group,118,Global Strategy Group,B/C,Live Phone,Michigan,9/8/20,9/10/20,,"",,129397,400,lv,,lv,,9/16/20 05:58,"",https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c9798eaafd54081881797bf9a163295/files/research/MI-03-Poll-091520.pdf,538,false,DEM,8035,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Meijer,14620,Peter Meijer,41.0
69550,24,American Viewpoint,762,Congressional Leadership Fund,American Viewpoint,10,American Viewpoint,B/C,Live Phone,California,9/8/20,9/10/20,,"",,129579,400,lv,,lv,,9/18/20 15:59,"",https://www.congressionalleadershipfund.org/wp-content/uploads/2020/09/CA-CD-21-September-Survey.pdf,538,false,REP,7870,2020,U.S. House,21,District 21,11/3/20,general,false,false,DEM,Cox,13425,TJ Cox,38.0
69550,24,American Viewpoint,762,Congressional Leadership Fund,American Viewpoint,10,American Viewpoint,B/C,Live Phone,California,9/8/20,9/10/20,,"",,129579,400,lv,,lv,,9/18/20 15:59,"",https://www.congressionalleadershipfund.org/wp-content/uploads/2020/09/CA-CD-21-September-Survey.pdf,538,false,REP,7870,2020,U.S. House,21,District 21,11/3/20,general,false,false,REP,Valadao,13426,David G. Valadao,49.0
